RS;archive/general area;detail in general;loc;pt;depth;script;genre;date;scribe;origin;bibliography;museal sig;col
20.132B;House of Rapanu;;Rap10;1847;;s-su;Hh 11-;;;u;;D 5304;
20.137;House of Rapanu;;Rap10;1818;0.95;s-su;Hh 10;;;u;;D 5309;
20.138;House of Rapanu;;Rap10;1818;;s-su;Hh 11-;;;u;;D 5310;
20.158+20.195R;House of Rapanu;;Rap10;1814;0.65;s-ak;LeI;;;u;U5,n51;D 5330;
20.159;House of Rapanu;;Rap10;1814, 1828;0.65, 0.80;s-ak;Le;;;;U5,n74;D 5331;
20.176;House of Rapanu;;Rap10;1834;1.50;s-ak;J;;;u;U5,n86;D 5348;
20.201A+20.201,2+20.201,3+20.201,4;House of Rapanu;;Rap10;1847;1.60;s-su;Hh 20-;;44;u;Ml 1,50;D 5371;*
20.201C;House of Rapanu;;Rap10;1847;;s-su;Hh 2;;;u;;D -;
20.201D;House of Rapanu;;Rap10;1847;;s-su;Hh 8-;;;u;;D -;
20.201E+20.201F;House of Rapanu;;Rap10;1847;;s-su;Hh 13;;;u;;D -;
20.201,1+20.201,6;House of Rapanu;;Rap10;1847;;s-su;Hh 20-;;;u;;D -;
20.201,5;House of Rapanu;;Rap10;1847;;s-su;Hh 20;;;u;;D -;
20.201,7;House of Rapanu;;Rap10;1847;;s-su;Hh 20;;;u;;D -;
20.201,8;House of Rapanu;;Rap10;1847;;s-su;Lex;;;u;;D -;
20.249;House of Rapanu;;Rap10;1818;0.95;s-hu;?  ;;;u;U5,476;D 5411;
20.171,7+20.161+20.171+20.171E;House of Rapanu;;Rap|Rap8;1883|ib.;1.00;s-;?;;;u;U5,nl55;D -;
20.195B+20.173A+20.251A+20.426H;House of Rapanu;;Rap|Rap5;ib.|1831|1879;0.70|1.30;s-su;Hh 10;;18;u;;D -|D 5344|D 5412;**
20.240;House of Rapanu;;Rap, rue;1744;0.80;a-ug;E;;;u;4.699;D 5404;
17.152;House of Rapanu;;Rap;1127;1.80;s-ak;LeI;;;am;P4,214 U3,fl22 OA23,163-;D 4613;
17.154;House of Rapanu;;Rap;1088;1.50;s-su-ak;Diri 2;;;;;D 4615;
20.035;House of Rapanu;;Rap;1721;1.25;h-eg;scarab;;;;;D 2665;
20.171A+20.171,1+20.171,2+20.171,4+20.171B+20.171C;House of Rapanu;;Rap;1883;;s-su;Hh 20-;;;u;;D -;
20.171D;House of Rapanu;;Rap;1883;;s-su;Hh 16-;;;u;M10,107;D -;
20.171,6;House of Rapanu;;Rap;1883;;;;;;;frg-;D -;
20.171,[8]+20.171,[9]+20.171,[10]+20.171,[11]+20.171,[12]+20.171,[13]+20.171,[14]+20.171,[15]+20.171,[16]+20.171,[17]+20.171,[18]+20.171,[19]+20.171,[20]+20.171,[21]+20.171,[22]+20.171,[23]+20.171,[24]+20.171,[25]+20.171,[26]+20.171,[27];House of Rapanu;;Rap;1883;;;;;;;ftgs.;D -;
20.172;House of Rapanu;;Rap;1883;;s-ak;LeI;;;q;U5,n39;D 5343;
20.175;House of Rapanu;;Rap;1923;0.20;s-su;G;;;u;U5,nl26;D 5347;
20.(202);House of Rapanu;;Rap;1858;1.30;;;;;;frgs.;D -;
20.[439];House of Rapanu;;Rap;1787;1.40;;;;;;;D -;
21.230;House of Rapanu;;Rap;1794;1.60;s-ak;J;;46;u;U5,n81;D 5576;*
20.252B;;;QR, dump;;;a-ug;;;;;7.131;D -;
20.252C;;;QR, dump;;;;;;;;;D -;
20.252D;;;QR, dump;;;s-ak;J?;A-[2] ;;u;;D -;
17.166;;;QR;922;0.50;h-eg;scarab;;;;;D 2608;
17.208;;;QR;1099;1.50;;;;;;;D-;
17.350[A];;;QR;1079-1080;2.10, -2.40;;;;;;P6,134;D -;
17.350[B];;;QR;1079-1080;;s-ak;J;N-3;;u;P6,n46;;
17.350[C];;;QR;1079-1080;;s-;;;;;frg.;;
17.351B;;;QR;1079-1080;;s-ak;J;;;u;P6,n61;;
17.351C;;;QR;1079-1080;;s-ak;J;;;u;P6,n62;;
17.403;;;QR;1102;;s-ak?;?;;;;U3,37;D 4732;
20.252A;;;QR;dump;;s-ak;J;;;u?;U5,n90;D -;
18.263;;;QR;972;1.80;h-hi;seal;;;;U3.55-;D 2619;
29.093;;;QR;4647;0.80;a-ug;Le;;;;2.70;A 6167;
29.094;;;QR;4673;0.80;a-ug;E;;;u;4.750;A 6168;
29.095;;;QR;4661;1.20;a-ug;Le;;;;2.71;A 6169;**
29.096;;;QR;4650;2.15;a-ug;E;;;u;4.751;A 6170;
29.097;;;QR;4619;0.55;a-ug;E;;;u;4.752;A 6171;
29.098;;;QR;4688;1.10;s-ak;J;Np;;u;;A 6172;**
29.099;;;QR;4711;0.30;s-ak;J;;;u;;A 6173;
29.100;;;QR;4623;1.15;s-ak;J;;32;u;;A 6174;**
29.101;;;QR;4643;0.85;"a-ug;s-ak";E;;;u;4.753;A 6175;
29.102;;;QR;4712;1.00;;;;;;frg.;A 6176;
29.107;;;QR;4741;0.40;h-eg;scarab;;;;;;
29.109;;;QR;4701;1.40;s-ak;bulla;;;;TEO l,f46b;A 6182;
29.112;;;QR;4631;1.80;a-ug;seal;;;;6.63;A 6185;
29.119;;;QR;4672;0.65;h-eg;bead;;;;;;
29.120;;;QR;4690;1.20;h-eg;scarab;;;;;;
29.121;;;QR;4686;2.00;h-eg;bead;;;;;;
29.122;;;QR;4619;0.55;s-ak;tag;;;;;;
30.249;;;QR;4821;0.10;s-ak;J;;;;;M 8656;
30.290;;;QR;;surf;a-ug;po;;;;;M 8657;
27.235;House of Yabninu;;PS;4502;;mark;po;;;;;;
28.017;House of Yabninu;;PS;4575;;s-ak;LE;;;;;D 6798;
33.026;;;PN, E border;604;1.00-1.25;s-ak;po (seal);;;;S50,308 fl3;M 8879;
31.043;;;PN;4991;;"a-ug;s-(ak)";E;;;u;4.754;M 8572;
25.512;House of the Hurrian Priest;;PHI;4135;0.20;s-ak;?;;;;;D 6757;
24.523;House of the Hurrian Priest;;PH11 (T.;3709;2.18;a-ug;Rel;;;u;1.146;D 6659;
24.305;House of the Hurrian Priest;;PH11;3709;2.18?;a-;;;;;7.133;D 6635;
24.282;House of the Hurrian Priest;;PH10?;3681;1.25 ';a-ug;Rel;;;u;1.129;D 6616;
24.251(A)+24.262+24.265A+24.267+24.275A+24.275B+24.275C+24.275D+24.279+24.283A+24.283B+24.286;House of the Hurrian Priest;;PH10 fosse|PH10;ib.?|ib.|3751|3781|3772|3784|3687;3.45|3.20|3.30|2.90|2.70|1.75;a-ug;Rel;;;u;1.107;D 6593;
24.245;House of the Hurrian Priest;;PH10 fosse;3772;3.20;a-ug;Rel;;;u;1.101;D 6588;
24.268+24.247+24.265+24.287+24.328A+24.328B;House of the Hurrian Priest;;PH10 fosse;3732|ib.|3687;1.40|1.95;a-ug;D|Rel;;;u;1.145|1.103+1.145;D 6657|D 6589;
24.253;House of the Hurrian Priest;;PH10 fosse;3772;3.10;a-ug;Rel;;;u;1.109;D 6595;
24.264+24.280;House of the Hurrian Priest;;PH10 fosse;3751|ib.;+2.80;a-ug;Rel;;;u;1.118;D 6604;
24.273;House of the Hurrian Priest;;PH10 fosse;3751;+2.80;s-ak;Le;;;;U6,110;D 6610;
24.274;House of the Hurrian Priest;;PH10 fosse;3781;3.30;a-hu;Rel;A-2?;;u;1.125;D 6611;
24.278;House of the Hurrian Priest;;PH10 fosse;3772;3.20;a-hu;Rel;;;u;1.128;D 6614;
24.289;House of the Hurrian Priest;;PH10 fosse;3743;2.30;a-ug;E;;;u;4.727;D 6620;
24.290;House of the Hurrian Priest;;PH10 fosse;3751;2.70;s-ak;E;;;u;U6,110;D 6621;**
24.292;House of the Hurrian Priest;;PH10 fosse;3708;1.55;a-ug;E;;;u;4.728;D 6623;
24.244;House of the Hurrian Priest;;PH10;3687;1.25;a-ug;M;;;u;1.100;D 6687;
24.246;House of the Hurrian Priest;;PH10;3701;1.50;a-ug;Rel;;;u;1.102;D 6585;
24.248;House of the Hurrian Priest;;PH10;3680;1.30;a-ug;Rel;;;u;1.104;D 6590;
24.249;House of the Hurrian Priest;;PH10;3783;3.45;a-ug;Rel;;;u;1.105;D 6591;
24.250+24.259;House of the Hurrian Priest;;PH10;ib.|3772;3.20;a-ug;Rel;;;u;1.106;D 6592;
24.252;House of the Hurrian Priest;;PH10;3769;0.90;a-ug;Rel;;;u;1.108;D 6594;
24.254;House of the Hurrian Priest;;PH10;3680;1.40;a-ug;Rel;;;u;1.110;D 6596;
24.255;House of the Hurrian Priest;;PH10;3771;1.10;a-ug;Rel;;;u;1.111;D 6597;
24.256;House of the Hurrian Priest;;PH10;3771;;a-ug;Rel;;;u;1.112;D 6598;
24.257;House of the Hurrian Priest;;PH10;3771;;a-ug;Rel;;;u;1.113;D 6599;
24.258;House of the Hurrian Priest;;PH10;3780;1.20;a-ug;Rel;;;u;1.114;D 6600;
24.260;House of the Hurrian Priest;;PH10;3745;0.75;a-ug;Rel;;;u;1.115;D 6601;
24.261;House of the Hurrian Priest;;PH10;3701;1.45;a-ug;Rel;;;u;1.116;D 6602;
24.263;House of the Hurrian Priest;;PH10;3701;;a-ug;Rel;;;u;1.117;D 6603;
24.266;House of the Hurrian Priest;;PH10;3759 (ashes);1.10;a-ug;Rel;;;u;1.119;D 6605;
24.269+24.297;House of the Hurrian Priest;;PH10;3694|3726;1.50;a-hu;Rel;;;u;1.120;D 6606;
24.270A;House of the Hurrian Priest;;PH10;3727;0.60;a-ug;Rel;N-;;u;1.121;D 6607;
24.270[B];House of the Hurrian Priest;;PH10;3727;;a-ug;Rel;N-;;u;1.122;D -;
24.271;House of the Hurrian Priest;;PH10;3769;0.90?;a-ug;Rel;;;u;1.123;D 6608;
24.272;House of the Hurrian Priest;;PH10;3745;0.75;a-ug;Rel;;;u;1.124;D 6609;
24.276;House of the Hurrian Priest;;PH10;3759;1.00?;a-ug;Rel;;;u;1.126;D 6612;
24.281;House of the Hurrian Priest;;PH10;3745;0.75;a-ug;Sch;;;u;5.20;D 6615;
24.284;House of the Hurrian Priest;;PH10;3745;0.75;a-ug;Rel;;;u;1.130;D 6617;
24.285;House of the Hurrian Priest;;PH10;3687;1.25;a-hu;Rel;;;u;1.131;D 6618;
24.288;House of the Hurrian Priest;;PH10;3740;0.75;a-ug;Sch;;;u;5.21;D 6619;
24.291;House of the Hurrian Priest;;PH10;3681;1.25;a-ug-hu;Rel;;;u;1.132;D 6622;
24.293;House of the Hurrian Priest;;PH10;3745;0.75;a-ug;Rel;;;u;1.133;D 6624;
24.294;House of the Hurrian Priest;;PH10;3743;2.45;a-ug;Rel;;;u;1.134;D 6625;
24.295;House of the Hurrian Priest;;PH10;3745;1.00;a-hu;Rel;;;u;1.135;D 6626;
24.296A(+)24.296B;House of the Hurrian Priest;;PH10;3759;0.95;a-ug;Rel;;;u;1.136;D 6627;
24.298;House of the Hurrian Priest;;PH10;3759;1.15;a-ug;Rel;;;u;1.138;D 6629;
24.300;House of the Hurrian Priest;;PH10;3687;1.30;a-ug;Rel;;;u;1.139;D 6631;
24.302;House of the Hurrian Priest;;PH10;3745;0.75;a-ug;Rel;;;u;1.140;D 6633;
24.302[A];House of the Hurrian Priest;;PH10;3745;;;;;;;;D -;
24.303;House of the Hurrian Priest;;PH10;3745;;a-ug;E;;;u;4.730;D -;
24.304;House of the Hurrian Priest;;PH10;3694;1.40;a-ug;E;;;u;4.731;D 6634;
24.308[B];House of the Hurrian Priest;;PH10 fosse;3732;1.95;a-;D,liv;;;u;7.134;D 6636;
24.277;House of the Hurrian Priest;;PH10?;3681;1.50;a-ug;D,liv;;;u;1.127;D 6613;
24.312;House of the Hurrian Priest;;PH10 fosse;3781;3.30;a-ug;D,liv;;;u;1.141;D 6641;
24.323;House of the Hurrian Priest;;PH10 fosse;3781;;a-ug;D,liv;;;u;1.142;D 6652;
24.326;House of the Hurrian Priest;;PH10 fosse;3743;2.30;a-ug;D,liv;;;u;1.143;D 6655;
24.327;House of the Hurrian Priest;;PH10 fosse;3751;3.00;a-ug;D,liv;;;u;1.144;D 6656;
24.642A;House of the Hurrian Priest;;PH10;3753;;a-ug;Rel;;;u;1.147;D 6663;
24.642B;House of the Hurrian Priest;;PH10;3753;;a-ug;;;;;7.135;D -;
24.642C;House of the Hurrian Priest;;PH10;3753;;a-;;;;;7.136;D -;
24.642D;House of the Hurrian Priest;;PH10;3753;;a-;;;;;7.137;D -;
24.642E+24.642F;House of the Hurrian Priest;;PH10;3753;;a-ug;E;;;u;4.732;D -;
24.642G;House of the Hurrian Priest;;PH10;3753;;a-ug;E;;;u;4.733;D -;
24.642H;House of the Hurrian Priest;;PH10;3753;;a-;;;;;7.138;D -;
24.642I;House of the Hurrian Priest;;PH10;3753;;a-;;;;;7.139;D -;
24.643;House of the Hurrian Priest;;PH10;3759;1.00?;a-ug-hu;Rel;;;u;1.148;D 6660;
24.644(+)24.644[A];House of the Hurrian Priest;;PH10;3777;1.20;a-hu;Rel;;;u;1.149;D 6661;
24.647;House of the Hurrian Priest;;PH10;3783;1.10;a-ug;Rel;;;u;1.151;D 6664;
24.648A;House of the Hurrian Priest;;PH10;3783;;a-ug;;;;u;7.140;D 6665;
24.648B;House of the Hurrian Priest;;PH10;3783;;a-ug;;;;u;7.141;D 6666;
24.648C;House of the Hurrian Priest;;PH10;3783;;a-ug;;;;u;7.142;D 6667;
24.648D;House of the Hurrian Priest;;PH10;3783;;a-;;;;;7.143;D -;
24.649A;House of the Hurrian Priest;;PH10;3777;;a-ug;Rel;;;u;1.152;D 6668;
24.649B;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.144;D 6669;
24.649C;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.145;D -;
24.649D;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.146;D -;
24.650A;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.147;D 6670;
24.650B;House of the Hurrian Priest;;PH10;3777;;a-ug;Rel;;;u;1.153;D 6671;
24.650C;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.148;D -;
24.650D;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.149;D -;
24.650E;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.150;D -;
24.650F;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.151;D -;
24.650G;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.152;D -;
24.650H;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.153;D -;
24.650I;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.154;D -;
24.650L=24.650J;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.155|7.157;D -;
24.650K;House of the Hurrian Priest;;PH10;3777;;a-;;;;;7.156;D -;
24.652C+24.651A+24.652K+24.652I+24.652G+24.651G;House of the Hurrian Priest;;PH10;ib,|3771|ib.;1.10?;a-ug|a-;Rel?;;;u;7.168|4.734;D -|D 6672;
24.651B;House of the Hurrian Priest;;PH10;3771;;a-ug;E;;;u;4.735;D -;
24.651C;House of the Hurrian Priest;;PH10;3771;;a-ug;E;;;u;4.736;D -;
24.651D;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.158;D -;
24.651E;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.159;D -;
24.651F;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.160;D -;
24.652A;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.161;D -;
24.652B;House of the Hurrian Priest;;PH10;near 3771;;a-ug?;;;;u;7.162;D -;
24.652D;House of the Hurrian Priest;;PH10;near 3771;;a-ug;;;;u;7.164;D -;
24.652E;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.165;D -;
24.652F;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.166;D -;
24.652H;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.167;D -;
24.652J;House of the Hurrian Priest;;PH10;near 3771;;;;;;;;D -;
24.652L;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.169;D -;
24.652M;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.170;D -;
24.652N;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.171;D -;
24.652O;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.172;D -;
24.652P;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.173;D -;
24.652Q;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.174;D -;
24.652R;House of the Hurrian Priest;;PH10;near 3771;;a-;;;;;7.175;D -;
24.653A;House of the Hurrian Priest;;PH10;3771;1.25;a-ug;;;;u;7.176;D 6673;
24.653B;House of the Hurrian Priest;;PH10;3771;;a-ug?;;;;;7.177;D 6674;
24.653C;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.178;D 6675;
24.653D;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.179;D -;
24.653E;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.180;D -;
24.653F;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.181;D -;
24.653G;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.182;D -;
24.653H;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.183;D -;
24.653I;House of the Hurrian Priest;;PH10;3771;;a-;;;;;8.15;D -;
24.654;House of the Hurrian Priest;;PH10;3760;1.00;a-ug;D,liv;;;u;1.155;D 6676;
24.655A;House of the Hurrian Priest;;PH10;3760;;a-ug;;;;u;7.184;D 6677;
24.655B;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.185;D 6678;
24.655C;House of the Hurrian Priest;;PH10;3760;;a-ug;E;;;u;4.737;D -;
24.655D;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.186;D -;
24.655E;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.187;D -;
24.655F;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.188;D -;
24.655G;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.189;D -;
24.655H;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.190;D -;
24.655I;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.191;D -;
24.655J;House of the Hurrian Priest;;PH10;3760;;;;;;;;D -;
24.655K;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.192;D -;
24.655L;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.193;D -;
24.655M;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.194;D -;
24.655N;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.195;D -;
24.000;House of the Hurrian Priest;;PH10;3760;;a-;;;;;7.196;D -;
24.656;House of the Hurrian Priest;;PH10;3760;;a-ug;Rel?;;;u;1.156;D 6679;
24.657;House of the Hurrian Priest;;PH10;3760;;s-ak;Le;;;;;D 6680;
28.054A;House of the Hurrian Priest;;PH10;3759;;a-ug;Rel;;;u;1.157;D 6803;
28.054B;House of the Hurrian Priest;;PH10;3759;;a-ug;Rel?;;;u;1.158;D -;
28.054C;House of the Hurrian Priest;;PH10;3759;;a-;;;;u;7.201;D -;
28.054D;House of the Hurrian Priest;;PH10;3759;;a-;;;;;7.202;D -;
28.054E;House of the Hurrian Priest;;PH10;3759;;a-;;;;;7.203;D -;
28.054F;House of the Hurrian Priest;;PH10;3759;;a-;;;;;7.204;D -;
28.054G;House of the Hurrian Priest;;PH10;3759;;a-;;;;;8.16;D -;
28.054H;House of the Hurrian Priest;;PH10;3759;;a-;;;;;8.17;D -;
28.054J;House of the Hurrian Priest;;PH10;3759;;a-;;;;;7.205;D -;
28.054[K];House of the Hurrian Priest;;PH10;3759;;a-;;;;;8.18;D -;
28.054[L];House of the Hurrian Priest;;PH10;3759;;a-;;;;;8.19;D -;
28.054[M];House of the Hurrian Priest;;PH10;3759;;a-;;;;;8.20;D -;
28.054[N]+28.054[O]+28.054[P]+28.054[Q];House of the Hurrian Priest;;PH10;3759;;a-;;;;;frgs.;D -;
28.058;House of the Hurrian Priest;;PH10;3771;1.20;s-su;Lex?;;;;frg.;D -;
28.058A;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.206;D -;
28.058B;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.207;D -;
28.058C;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.208;D -;
28.058D;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.209;D -;
28.058E;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.210;D -;
28.058F;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.211;D -;
28.058G;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.212;D -;
28.058H;House of the Hurrian Priest;;PH10;3771;;a-;;;;;7.213;D -;
28.058I;House of the Hurrian Priest;;PH10;3771;;a-;;;;;8.21;D -;
28.058J;House of the Hurrian Priest;;PH10;3771;;;;;;;;;
28.058K;House of the Hurrian Priest;;PH10;3771;;a-;;;;;8.22;D -;
28.058[L];House of the Hurrian Priest;;PH10;3771;;;;;;;frg.;D -;
24.307;House of the Hurrian Priest;;PH 10;3750;1.00;;;;;;frg.;D -;
17.376+17.377;Royal Palace;Southern archive;68;dump|1225;3.40;s-ak;J;;;u;P6,n23;D 4713;
17.396;Royal Palace;Southern archive;68;1201;3.00;s-ak;JI;In;;k;P4,127;D 4729;
18.089;Between Royal Palace and South Palace;;PC/PS?;1470;0.70;s-ak;Le;;;;P6,nl5;;
18.270;Between Royal Palace and South Palace;;PC/PS?;1319;2.20;s-ak;E;;;u;P6,nl52;D 4864;
18.271;Between Royal Palace and South Palace;;PC/PS?;1320;2.20;s-ak;E;;;u;P6,nl53;D 4865;
18.272;Between Royal Palace and South Palace;;PC/PS?;1320;;s-ak;?;;;;P6,nl86;D -;
18.564[A]+18.564[B];Between Royal Palace and South Palace;;PC/PS ;1336;2.50;a-;;;;;frgs.;D-;
18.565+18.566+18.567+18.567+18.568+18.569;Between Royal Palace and South Palace;;PC/PS ;1336;;a-;;;;;frgs.;D-;
18.570;Between Royal Palace and South Palace;;PC/PS ;1510;2.80;h-eg;scarab;;;;frgs.;D-;
18.054;Between Royal Palace and South Palace;;PC/PS;1335;3.00;s-ak;LeI;;;u;P4.228;D 4797;
18.054A;Between Royal Palace and South Palace;;PC/PS;1335;;s-;;;;;frg.;D -;
18.054B;Between Royal Palace and South Palace;;PC/PS;1335;;;;;;;P6.nl 84;;
18.057;Between Royal Palace and South Palace;;PC/PS;1341;2.90;s-ak;Le;;;;P6.nl3;D 4800;
18.069;Between Royal Palace and South Palace;;PC/PS;1323;2.20;h-eg;scarab;;;;;;
18.090;Between Royal Palace and South Palace;;PC/PS;1467;0.30;;(seal);;;;P6,134;;
18.101A;Between Royal Palace and South Palace;;PC/PS;1339;2.50;s-ak;E;;;u;P6,nl50;D 4822;
18.266;Between Royal Palace and South Palace;;PC/PS;1316;2.20;s-ak;E;;;u;P6,nl51;D 4863;
18.267;Between Royal Palace and South Palace;;PC/PS;1316;;s-ak;J;;32;u;P6,n44;D -;
18.268;Between Royal Palace and South Palace;;PC/PS;1316;2.20;s-ak;LeI;;;;P4.229;D -;
18.269;Between Royal Palace and South Palace;;PC/PS;1316;2.20;s-ak;?;;;;P6.nl 85;D -;
18.533;Between Royal Palace and South Palace;;PC/PS;1241;0.40;a-ug;E;;;u;4.591;D-;
18.557,--;Between Royal Palace and South Palace;;PC/PS;1323;2.20?;;;;;;U4,H7 (frg.;D-;
19.023;Between Royal Palace and South Palace;;PC/PS;1673;1.50;s-ak;E;;;u;P6,nl57;D 5010;**
19.035A;Between Royal Palace and South Palace;;PC/PS;1659;2.30;s-ak;E;;;u;P6,nl31;D 5022;
19.035E+19.035B;Between Royal Palace and South Palace;;PC/PS;1659;;s-ak;E;;;u;P6,nl59;D -;
19.035C;Between Royal Palace and South Palace;;PC/PS;1659;;s-ak;;;;;P6,nl60;D -;
19.035D;Between Royal Palace and South Palace;;PC/PS;1659;;s-ak;;;;;P6,nl61;D -;
19.035[F]+19.035[G]+19.035[H]+19.035[I]+19.035[J];Between Royal Palace and South Palace;;PC/PS;1659;;s-;;;;;frgs.;D -;
19.050;Between Royal Palace and South Palace;;PC/PS;1648;1.20;s-ak;Le;;;;P6,nl4;D 5037;
19.051;Between Royal Palace and South Palace;;PC/PS;1603;1.30;s-ak;E;;;u;P6,nl00;D 5038;
19.055;Between Royal Palace and South Palace;;PC/PS;1648;1.00;s-ak;JI;In;;k;P4,293;D 5042;
19.064;Between Royal Palace and South Palace;;PC/PS;1596;0.90;s-ak;E;;;u;P6,nl63;D 5050;**
19.066;Between Royal Palace and South Palace;;PC/PS;1596;0.90;a-ug;J;;14;u;3.8;D 5052;
19.067;Between Royal Palace and South Palace;;PC/PS;1615;2.20;;bulla;(seal);;;;D 5147;
19.068;Between Royal Palace and South Palace;;PC/PS;1549;0.35;s-ak;T;N-2, 'Aziru;;am;P4,284;D 5053;*
19.085;Between Royal Palace and South Palace;;PC/PS;1637;0.90;s-ak;E;;;u;P6.nl 32;D 5067;**
19.106;Between Royal Palace and South Palace;;PC/PS;1598;1.10;a-ug;E;;;u;4.644;D 5085;
19.123;Between Royal Palace and South Palace;;PC/PS;1637;0.90;a-ug;E;;;u;4.646;D 5099;
19.182;Between Royal Palace and South Palace;;PC/PS;1680;1.25;s-ak;E;;;u;P6,n81;D 5145;
22.006;Between Royal Palace and South Palace;;PC,PS?;;;s-ak;Mat?;;;;;D 5778;**
17.408;Royal Palace;Southern archive;68;1035;1.25;s-ak;J;A-2;;u;P6,n33;D -;
17.410A(+)17.410B;Royal Palace;Southern archive;68;1177;;s-ak;J;A-2;;u;P6>n34;D 4734[A(+)B];
17.447;Royal Palace;Southern archive;68;1191;2.55;s-ak;;;;;P4,197;;
17.454;Royal Palace;Southern archive;68;1181;2.10;s-ak;tag;;;u;P6,nl76;;
24.145;House of Patiluwa;;Pat;3546;1.70;h-hi;seal;;;;A13,127;D 7001;
17.041+29.103;Residential District;;outs. Ršp|MPC5;672|4718;1.00|1.40;s-su|s-su-ak;Svo;;26;u;AS16,31|RA63,83;D 4537|A 6177;**
23.023;South City;;NW of MT;2950;1.20;s-ak;LeI;;;am;;D 6098;
9.469;Northwest of the tell;;NW dump;;;a-ug;E;;;u;4.45;A 2762;
9.011;Northwest of the tell;;NW;;0.30;a-ug;E;;;u;4.43;A 2763;
9.253;Northwest of the tell;;NW;;1.00;s-hu;Rel;;;;P3,331;;
9.261;Northwest of the tell;;NW;;1.40;s-;;;;;;AO 25.161;
9.453;Northwest of the tell;;NW;;1.45;a-ug;E;;;u;4.44;A 2764;
9.480A;Northwest of the tell;;NW;;2.00;;;;;;fig.;;
9.483A;Northwest of the tell;;NW;;1.80;s-hu;Rel;;;;P3,330;;
9.484A;Northwest of the tell;;NW;;1.30;;;;;;?;;
9.491A;Northwest of the tell;;NW;;1.45;;;;;;?;;
10.028;Northwest of the tell;;NW;1857;2.90;s-ak;seal;;;;CSC40-;A 2850;
10.029;Northwest of the tell;;NW;1864;0.95;s-ak;seal;;;;CSC41;;
10.035;Northwest of the tell;;NW;1876;1.55;a-ug;E;;;u;4.46;A 2802;
10.043;Northwest of the tell;;NW;1927;1.20;a-ug;E;;;u;4.47;A 2793;
10.045;Northwest of the tell;;NW;1930;0.45;a-ug;E;;;u;4.48;A 2790;
10.058;Northwest of the tell;;NW;1941;1.40;;;;;;?;;
10.062;Northwest of the tell;;NW;, 1963;2.00;;;;;;?;;
10.081;Northwest of the tell;;NW;2004;2.15;a-ug;Sch;;;u;5.4;AO 19.992;
10.086;Northwest of the tell;;NW;2018;0.45;a-ug;E;;;u;4.49;A 2789;
10.087;Northwest of the tell;;NW;2027;1.05;a-ug;E;;;u;4.50;A 2818;
